Timestamp,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Blazor / C#]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Rust]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [C++ / Emscripten]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Go / TinyGo]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [AssemblyScript]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Grain]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Python]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Zig]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Blazor / C#],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Rust],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [C++ / Emscripten],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Go / TinyGo],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [AssemblyScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Grain],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Python],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Zig],Your Current Usage - what are you using WebAssembly for at the moment?,Future impact - where do you think WebAssembly will have the most impact in the future? [Web development],Future impact - where do you think WebAssembly will have the most impact in the future? [Blockchain],Future impact - where do you think WebAssembly will have the most impact in the future? [Internet of Things],Future impact - where do you think WebAssembly will have the most impact in the future? [Serverless],Future impact - where do you think WebAssembly will have the most impact in the future? [Containerisation],Future impact - where do you think WebAssembly will have the most impact in the future? [Game Development],Future impact - where do you think WebAssembly will have the most impact in the future? [Scientific],Future impact - where do you think WebAssembly will have the most impact in the future? [Cryptography],Future impact - where do you think WebAssembly will have the most impact in the future? [Audio / Video Processing],Future impact - where do you think WebAssembly will have the most impact in the future? [Artificial Intelligence],Future features - what future WebAssembly features are you interested in? [SIMD],Future features - what future WebAssembly features are you interested in? [Garbage Collection],Future features - what future WebAssembly features are you interested in? [ECMAScript module integration],Future features - what future WebAssembly features are you interested in? [Threads],Future features - what future WebAssembly features are you interested in? [Interface Types],Future features - what future WebAssembly features are you interested in? [Module Linking],Future features - what future WebAssembly features are you interested in? [Exception handling],Future features - what future WebAssembly features are you interested in? [WASI - WebAssembly System Interface],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better build tooling],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better debugging support],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A greater breadth of supported languages],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A stronger and more inclusive community],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with JavaScript and browser APIs],Job Role - what most closely describes your role?,JavaScript Proficiency - how proficient are you at JavaScript?,WebAssembly Proficiency - how proficient are you at WebAssembly?,WebAssembly Experience - how long have you used or known about WebAssembly for?,Back-end Proficiency - how proficient are you at back-end development?,Industry Sector - which industry sector(s) do you work in?,Your Country or Region - where do you call home?,Current Language Usage - are there any other languages not listed about that you use?,,,Desired Usage - are there any other languages not listed about that you want to use?,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Swift]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Swift],"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Java]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Java]
6/14/2021 21:00:11,not used,not used,use frequently,not used,not used,not used,have used occasionally,not used,don’t want to use,want to use a lot,want to use a lot,want to use a little,want to use a little,don’t want to use,want to use a little,not heard of it,"Web development, Containerisation, Game Development, Scientific",very high impact,some impact,some impact,very high impact,some impact,some impact,some impact,some impact,some impact,some impact,very interested,modest interest,very interested,very interested,very interested,very interested,very interested,modest interest,really needs this,needs this,doesn’t need this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,Able to handle complex multi-server or microservices architectures,Education,Switzerland,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:03:56,not used,have used occasionally,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,Containerisation,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,no interest,very interested,don’t know what it is :shrug:,no interest,very interested,very interested,no interest,very interested,really needs this,really needs this,needs this,needs this,doesn’t need this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Marketing/Sales/Analytics Tools,Canada,,,,Gleam,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:09:39,have used occasionally,use sometimes,not used,not used,use sometimes,not used,not used,not used,want to use a lot,want to use a lot,don’t want to use,don’t want to use,want to use a lot,not heard of it,don’t want to use,not heard of it,"Internet of Things, Serverless, Containerisation, Game Development",some impact,very high impact,very high impact,very high impact,very high impact,very high impact,some impact,some impact,some impact,some impact,modest interest,modest interest,very interested,very interested,very interested,very interested,modest interest,very interested,needs this,needs this,really needs this,really needs this,needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,"I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Construction ,United States,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:10:06,not used,use frequently,not used,not used,use sometimes,not used,not used,not used,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,"Serverless, Containerisation",very high impact,low impact,low impact,very high impact,very high impact,low impact,low impact,some impact,Don't know :shrug:,low impact,no interest,modest interest,modest interest,very interested,modest interest,very interested,modest interest,modest interest,really needs this,needs this,needs this,doesn’t need this,needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,"I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,United States,Rust,,,,not used,not heard of it,not used,not heard of it
6/14/2021 21:18:01,not used,not used,not used,not used,have used occasionally,not used,not used,not used,don’t want to use,want to use a little,want to use a little,want to use a little,want to use a little,not heard of it,don’t want to use,want to use a little,Web development,some impact,Don't know :shrug:,some impact,very high impact,very high impact,very high impact,some impact,some impact,low impact,low impact,modest interest,very interested,very interested,very interested,very interested,very interested,modest interest,modest interest,doesn’t need this,doesn’t need this,doesn’t need this,doesn’t need this,really needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,"I am confident in using WebAssembly, but consider it a ‘black box’",3 years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,France,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:18:13,not used,not used,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a lot,don’t want to use,want to use a little,don’t want to use,Web development,very high impact,some impact,Don't know :shrug:,some impact,some impact,very high impact,low impact,low impact,some impact,low impact,modest interest,modest interest,very interested,modest interest,very interested,modest interest,modest interest,modest interest,needs this,needs this,needs this,doesn’t need this,really needs this,"Developer, front-end","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",5+ years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Mobility,Finland,,,,Haskell,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:28:29,not used,not used,use sometimes,have used occasionally,use frequently,not used,not used,use sometimes,don’t want to use,don’t want to use,want to use a lot,want to use a little,want to use a lot,not heard of it,don’t want to use,want to use a lot,"Web development, Serverless, Containerisation, Scientific, Audio / Video Processing, Artificial Intelligence",very high impact,some impact,low impact,very high impact,very high impact,some impact,some impact,low impact,some impact,low impact,very interested,modest interest,modest interest,very interested,modest interest,very interested,no interest,very interested,needs this,really needs this,doesn’t need this,needs this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I’ve created advanced WebAssembly tooling (compilers, analyzers)",5+ years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,Germany,,,,,not used,want to use a little,not used,don’t want to use
6/14/2021 21:32:02,not used,have used occasionally,have used occasionally,not used,use sometimes,not used,not used,not used,don’t want to use,want to use a lot,want to use a little,don’t want to use,want to use a lot,don’t want to use,want to use a little,don’t want to use,"Web development, Serverless, Audio / Video Processing",some impact,very high impact,very high impact,very high impact,very high impact,some impact,some impact,some impact,some impact,some impact,modest interest,very interested,very interested,modest interest,modest interest,no interest,no interest,very interested,really needs this,really needs this,doesn’t need this,needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,Able to handle complex multi-server or microservices architectures,Finance,United States,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:33:47,not used,use sometimes,have used occasionally,not used,use sometimes,not used,have used occasionally,not used,don’t want to use,want to use a lot,want to use a little,want to use a little,want to use a lot,not heard of it,want to use a little,not heard of it,"Web development, Serverless",very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,some impact,low impact,some impact,some impact,some impact,modest interest,no interest,very interested,modest interest,very interested,very interested,modest interest,modest interest,needs this,needs this,doesn’t need this,doesn’t need this,really needs this,"Developer, back-end","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Consulting & Services,Norway,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:37:32,not used,not used,have used occasionally,not used,not used,not used,not used,not used,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,"Scientific, Artificial Intelligence",low impact,Don't know :shrug:,low impact,low impact,low impact,very high impact,some impact,some impact,some impact,some impact,modest interest,modest interest,very interested,very interested,modest interest,very interested,very interested,modest interest,needs this,really needs this,doesn’t need this,needs this,needs this,Data scientist or machine learning specialist,"Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Finance,Belgium,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 21:39:30,not used,have used occasionally,not used,not used,have used occasionally,not used,not used,not used,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a lot,don’t want to use,want to use a lot,don’t want to use,Internet of Things,some impact,low impact,very high impact,very high impact,very high impact,some impact,very high impact,very high impact,some impact,very high impact,no interest,modest interest,no interest,no interest,no interest,no interest,modest interest,modest interest,needs this,really needs this,needs this,really needs this,needs this,Product manager,"Writing short, simple JavaScript or jQuery statements","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,Not able to handle any back-end work,Programming & Technical Tools,United States,,,,,not used,don’t want to use,not used,don’t want to use
